author;coverPicFileName;Image-URL-M;description;isbn;language;numOfPages;price;publishDate;publisher;title;Image-URL-L;Year-Of-Publication
Wendy Holden;;http://images.amazon.com/images/P/0452281784.01.MZZZZZZZ.jpg;;452281784;;;;;Plume Books;Bad Heir Day;http://images.amazon.com/images/P/0452281784.01.LZZZZZZZ.jpg;2001
Sebastian Faulks;;http://images.amazon.com/images/P/0375704558.01.MZZZZZZZ.jpg;;375704558;;;;;Vintage Books USA;Charlotte Gray;http://images.amazon.com/images/P/0375704558.01.LZZZZZZZ.jpg;2000
SUE MARGOLIS;;http://images.amazon.com/images/P/038533656X.01.MZZZZZZZ.jpg;;038533656X;;;;;Delta;Apocalipstick;http://images.amazon.com/images/P/038533656X.01.LZZZZZZZ.jpg;2003
Dora Levy Mossanen;;http://images.amazon.com/images/P/0743230213.01.MZZZZZZZ.jpg;;743230213;;;;;Touchstone;Harem: A Novel;http://images.amazon.com/images/P/0743230213.01.LZZZZZZZ.jpg;2002
Sheri Holman;;http://images.amazon.com/images/P/0345436911.01.MZZZZZZZ.jpg;;345436911;;;;;Ballantine Books;The Dress Lodger (Ballantine Reader's Circle);http://images.amazon.com/images/P/0345436911.01.LZZZZZZZ.jpg;2001
Diane Johnson;;http://images.amazon.com/images/P/0452284481.01.MZZZZZZZ.jpg;;452284481;;;;;Plume Books;Le Divorce (William Abrahams Book);http://images.amazon.com/images/P/0452284481.01.LZZZZZZZ.jpg;2003
Jacqueline Susann;;http://images.amazon.com/images/P/0802135196.01.MZZZZZZZ.jpg;;802135196;;;;;Grove Press;Valley of the Dolls: A Novel;http://images.amazon.com/images/P/0802135196.01.LZZZZZZZ.jpg;1997
Sara Paretsky;;http://images.amazon.com/images/P/0440217520.01.MZZZZZZZ.jpg;;440217520;;;;;Dell;Tunnel Vision (V.I. Warshawski Novels (Paperback));http://images.amazon.com/images/P/0440217520.01.LZZZZZZZ.jpg;1995
Stephanie Laurens;;http://images.amazon.com/images/P/0373834985.01.MZZZZZZZ.jpg;;373834985;;;;;Harlequin;Comfortable Wife;http://images.amazon.com/images/P/0373834985.01.LZZZZZZZ.jpg;2002
Jane Mendelsohn;;http://images.amazon.com/images/P/0679450548.01.MZZZZZZZ.jpg;;679450548;;;;;Random House Inc;I Was Amelia Earhart;http://images.amazon.com/images/P/0679450548.01.LZZZZZZZ.jpg;1996
Madge Swindells;;http://images.amazon.com/images/P/0451135555.01.MZZZZZZZ.jpg;;451135555;;;;;Signet Book;Summer Harvest;http://images.amazon.com/images/P/0451135555.01.LZZZZZZZ.jpg;1985
J.R.R. TOLKIEN;;http://images.amazon.com/images/P/0345339703.01.MZZZZZZZ.jpg;;345339703;;;;;Del Rey;The Fellowship of the Ring (The Lord of the Rings, Part 1);http://images.amazon.com/images/P/0345339703.01.LZZZZZZZ.jpg;1986
Richard George Adams;;http://images.amazon.com/images/P/038039586X.01.MZZZZZZZ.jpg;;038039586X;;;;;Harpercollins;Watership Down;http://images.amazon.com/images/P/038039586X.01.LZZZZZZZ.jpg;1975
Jasper Fforde;;http://images.amazon.com/images/P/0670030643.01.MZZZZZZZ.jpg;;670030643;;;;;Viking Books;The Eyre Affair (Alex Awards (Awards));http://images.amazon.com/images/P/0670030643.01.LZZZZZZZ.jpg;2002
John Colapinto;;http://images.amazon.com/images/P/0060929596.01.MZZZZZZZ.jpg;;60929596;;;;;Perennial;As Nature Made Him : The Boy Who Was Raised as a Girl;http://images.amazon.com/images/P/0060929596.01.LZZZZZZZ.jpg;2001
Ildiko Kurthy;;http://images.amazon.com/images/P/3499232871.01.MZZZZZZZ.jpg;;3499232871;;;;;Distribooks Inc;Herzsprung;http://images.amazon.com/images/P/3499232871.01.LZZZZZZZ.jpg;2003
John McPhee;;http://images.amazon.com/images/P/0374516901.01.MZZZZZZZ.jpg;;374516901;;;;;Noonday Press;Basin and Range;http://images.amazon.com/images/P/0374516901.01.LZZZZZZZ.jpg;1982
Kurt Vonnegut;;http://images.amazon.com/images/P/0440131480.01.MZZZZZZZ.jpg;;440131480;;;;;Dell Publishing Company;Breakfast of Champions;http://images.amazon.com/images/P/0440131480.01.LZZZZZZZ.jpg;1991
Veronique Vienne;;http://images.amazon.com/images/P/0609600745.01.MZZZZZZZ.jpg;;609600745;;;;;Clarkson N Potter Publishers;The Art of Doing Nothing: Simple Ways to Make Time for Yourself;http://images.amazon.com/images/P/0609600745.01.LZZZZZZZ.jpg;1998
SANDOR MARAI;;http://images.amazon.com/images/P/0375707425.01.MZZZZZZZ.jpg;;375707425;;;;;Vintage;Embers;http://images.amazon.com/images/P/0375707425.01.LZZZZZZZ.jpg;2002
Tom Clancy;;http://images.amazon.com/images/P/3453151933.01.MZZZZZZZ.jpg;;3453151933;;;;;Heyne;Tom Clancys Power Plays 2. Tigerjagd.;http://images.amazon.com/images/P/3453151933.01.LZZZZZZZ.jpg;1999
Mark A. S. McMenamin;;http://images.amazon.com/images/P/0231105592.01.MZZZZZZZ.jpg;;231105592;;;;;Columbia University Press;The  Garden of Ediacara;http://images.amazon.com/images/P/0231105592.01.LZZZZZZZ.jpg;2000
Nancy K Robinson;;http://images.amazon.com/images/P/0590317822.01.MZZZZZZZ.jpg;;590317822;;;;;Scholastic Inc;Just Plain Cat;http://images.amazon.com/images/P/0590317822.01.LZZZZZZZ.jpg;1981
Jillian Lund;;http://images.amazon.com/images/P/014056232X.01.MZZZZZZZ.jpg;;014056232X;;;;;Puffin Books;Way Out West Lives a Coyote Named Frank (Picture Puffins);http://images.amazon.com/images/P/014056232X.01.LZZZZZZZ.jpg;1997
Ann Rinaldi;;http://images.amazon.com/images/P/0590447319.01.MZZZZZZZ.jpg;;590447319;;;;;Scholastic;In My Father's House (Point);http://images.amazon.com/images/P/0590447319.01.LZZZZZZZ.jpg;1996
Scott O'Dell;;http://images.amazon.com/images/P/0440940001.01.MZZZZZZZ.jpg;;440940001;;;;;Laure Leaf;Island of the Blue Dolphins (Laurel Leaf Books);http://images.amazon.com/images/P/0440940001.01.LZZZZZZZ.jpg;1978
THOMAS ROCKWELL;;http://images.amazon.com/images/P/0440401119.01.MZZZZZZZ.jpg;;440401119;;;;;Yearling;How to Fight a Girl;http://images.amazon.com/images/P/0440401119.01.LZZZZZZZ.jpg;1988
Louise Plummer;;http://images.amazon.com/images/P/0440203155.01.MZZZZZZZ.jpg;;440203155;;;;;Laurel-Leaf Books;Romantic Obsessions and Humiliations of Annie Sehlmeier;http://images.amazon.com/images/P/0440203155.01.LZZZZZZZ.jpg;1989
Orson Scott Card;;http://images.amazon.com/images/P/0812565959.01.MZZZZZZZ.jpg;;812565959;;;;;Tor Books;Shadow of the Hegemon (Ender Wiggins Saga (Paperback));http://images.amazon.com/images/P/0812565959.01.LZZZZZZZ.jpg;2001
Dave Duncan;;http://images.amazon.com/images/P/034536628X.01.MZZZZZZZ.jpg;;034536628X;;;;;Del Rey Books;Magic Casement (Man of His Word);http://images.amazon.com/images/P/034536628X.01.LZZZZZZZ.jpg;1990
Richard Awlinson;;http://images.amazon.com/images/P/0880387483.01.MZZZZZZZ.jpg;;880387483;;;;;Wizards of the Coast;Tantras (Forgotten Realms:  Avatar Trilogy, Book 2);http://images.amazon.com/images/P/0880387483.01.LZZZZZZZ.jpg;1989
Scott Ciencin;;http://images.amazon.com/images/P/0880387300.01.MZZZZZZZ.jpg;;880387300;;;;;Wizards of the Coast;Shadowdale (Forgotten Realms:  Avatar Trilogy, Book One);http://images.amazon.com/images/P/0880387300.01.LZZZZZZZ.jpg;1989
John Sandford;;http://images.amazon.com/images/P/0425163385.01.MZZZZZZZ.jpg;;425163385;;;;;Berkley Publishing Group;The Night Crew;http://images.amazon.com/images/P/0425163385.01.LZZZZZZZ.jpg;2004
Max Allan Collins;;http://images.amazon.com/images/P/0743444051.01.MZZZZZZZ.jpg;;743444051;;;;;Pocket;CSI: Sin City;http://images.amazon.com/images/P/0743444051.01.LZZZZZZZ.jpg;2002
Patricia Kennealy-Morrison;;http://images.amazon.com/images/P/0061056103.01.MZZZZZZZ.jpg;;61056103;;;;;Eos;Blackmantle (Keltiad);http://images.amazon.com/images/P/0061056103.01.LZZZZZZZ.jpg;1998
Jeffery Deaver;;http://images.amazon.com/images/P/0671042262.01.MZZZZZZZ.jpg;;671042262;;;;;Pocket;The Blue Nowhere : A Novel;http://images.amazon.com/images/P/0671042262.01.LZZZZZZZ.jpg;2002
John Sandford;;http://images.amazon.com/images/P/0425157539.01.MZZZZZZZ.jpg;;425157539;;;;;Berkley Publishing Group;Sudden Prey;http://images.amazon.com/images/P/0425157539.01.LZZZZZZZ.jpg;1997
Kay Hooper;;http://images.amazon.com/images/P/0553585681.01.MZZZZZZZ.jpg;;553585681;;;;;Bantam Books;Always a Thief;http://images.amazon.com/images/P/0553585681.01.LZZZZZZZ.jpg;2003
Kay Hooper;;http://images.amazon.com/images/P/0553585118.01.MZZZZZZZ.jpg;;553585118;;;;;Bantam Books;Once a Thief;http://images.amazon.com/images/P/0553585118.01.LZZZZZZZ.jpg;2002
Julie E. Czerneda;;http://images.amazon.com/images/P/0886777690.01.MZZZZZZZ.jpg;;886777690;;;;;Daw Books;A Thousand Words for Stranger (Daw Book Collectors);http://images.amazon.com/images/P/0886777690.01.LZZZZZZZ.jpg;1997
Mary Higgins Clark;;http://images.amazon.com/images/P/0743212002.01.MZZZZZZZ.jpg;;743212002;;;;;Simon &amp Schuster;Deck the Halls;http://images.amazon.com/images/P/0743212002.01.LZZZZZZZ.jpg;2000
Eva Heller;;http://images.amazon.com/images/P/3426650754.01.MZZZZZZZ.jpg;;3426650754;;;;;Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp Co.;Der Mann, der's wert ist.;http://images.amazon.com/images/P/3426650754.01.LZZZZZZZ.jpg;1994
Jan McDaniel;;http://images.amazon.com/images/P/1854877178.01.MZZZZZZZ.jpg;;1854877178;;;;;Scarlet Books;Come Home Forever;http://images.amazon.com/images/P/1854877178.01.LZZZZZZZ.jpg;1997
Genell Dellin;;http://images.amazon.com/images/P/0380803526.01.MZZZZZZZ.jpg;;380803526;;;;;Avon;The Renegades: Cole (Renegades);http://images.amazon.com/images/P/0380803526.01.LZZZZZZZ.jpg;1999
Betty Neels;;http://images.amazon.com/images/P/0373152655.01.MZZZZZZZ.jpg;;373152655;;;;;Harlequin;Christmas Miracles;http://images.amazon.com/images/P/0373152655.01.LZZZZZZZ.jpg;1997
Barbara Dolan;;http://images.amazon.com/images/P/0451404033.01.MZZZZZZZ.jpg;;451404033;;;;;New Amer Library (Mm);Fires in the Mist;http://images.amazon.com/images/P/0451404033.01.LZZZZZZZ.jpg;1994
Viveca Carlysle;;http://images.amazon.com/images/P/1583140352.01.MZZZZZZZ.jpg;;1583140352;;;;;Bet Books;Return to Love (Arabesque);http://images.amazon.com/images/P/1583140352.01.LZZZZZZZ.jpg;1999
Judy Jackson;;http://images.amazon.com/images/P/1854879073.01.MZZZZZZZ.jpg;;1854879073;;;;;Scarlet Books;The Marriage Plan;http://images.amazon.com/images/P/1854879073.01.LZZZZZZZ.jpg;1997
Lewis Orde;;http://images.amazon.com/images/P/0821728326.01.MZZZZZZZ.jpg;;821728326;;;;;Zebra Books;The Eagle and the Dove;http://images.amazon.com/images/P/0821728326.01.LZZZZZZZ.jpg;1989
Nora Roberts;;http://images.amazon.com/images/P/037348397X.01.MZZZZZZZ.jpg;;037348397X;;;;;Harlequin;The Donovan Legacy;http://images.amazon.com/images/P/037348397X.01.LZZZZZZZ.jpg;1999
Beatrice Sparks;;http://images.amazon.com/images/P/0380773155.01.MZZZZZZZ.jpg;;380773155;;;;;Avon;It Happened to Nancy : By an Anonymous Teenager, A True Story from Her Diary (Confident Collector);http://images.amazon.com/images/P/0380773155.01.LZZZZZZZ.jpg;1994
Ken Follett;;http://images.amazon.com/images/P/3404100263.01.MZZZZZZZ.jpg;;3404100263;;;;;Gustav Lubbe Verlag GmbH;Die Nadel;http://images.amazon.com/images/P/3404100263.01.LZZZZZZZ.jpg;1980
Peter Mayle;;http://images.amazon.com/images/P/0679731148.01.MZZZZZZZ.jpg;;679731148;;;;;Vintage Books USA;A Year in Provence;http://images.amazon.com/images/P/0679731148.01.LZZZZZZZ.jpg;1991
Philip Kindred Dick;;http://images.amazon.com/images/P/2070417700.01.MZZZZZZZ.jpg;;2070417700;;;;;Gallimard;Deus Irae;http://images.amazon.com/images/P/2070417700.01.LZZZZZZZ.jpg;2001
Ernest Hemingway;;http://images.amazon.com/images/P/2070360075.01.MZZZZZZZ.jpg;;2070360075;;;;;Gallimard;Le Vieil Homme et la Mer;http://images.amazon.com/images/P/2070360075.01.LZZZZZZZ.jpg;1972
Douglas Kennedy;;http://images.amazon.com/images/P/0786889373.01.MZZZZZZZ.jpg;;786889373;;;;;Warner Books (Mm);The Big Picture;http://images.amazon.com/images/P/0786889373.01.LZZZZZZZ.jpg;1998
Philip Kindred Dick;;http://images.amazon.com/images/P/2207245810.01.MZZZZZZZ.jpg;;2207245810;;;;;DenoÃ?Â«l;Radio libre Albemuth;http://images.amazon.com/images/P/2207245810.01.LZZZZZZZ.jpg;1998
Philip K. Dick;;http://images.amazon.com/images/P/2207250474.01.MZZZZZZZ.jpg;;2207250474;;;;;DenoÃ?Â«l;Siva;http://images.amazon.com/images/P/2207250474.01.LZZZZZZZ.jpg;2000
Philip K. Dick;;http://images.amazon.com/images/P/2290331406.01.MZZZZZZZ.jpg;;2290331406;;;;;J'ai lu;Dr. Bloodmoney;http://images.amazon.com/images/P/2290331406.01.LZZZZZZZ.jpg;2002
Dick;;http://images.amazon.com/images/P/2070426815.01.MZZZZZZZ.jpg;;2070426815;;;;;Gallimard;L'oeil de la sibylle;http://images.amazon.com/images/P/2070426815.01.LZZZZZZZ.jpg;2003
Philip K. Dick;;http://images.amazon.com/images/P/2290305251.01.MZZZZZZZ.jpg;;2290305251;;;;;J'ai lu;A rebrousse-temps;http://images.amazon.com/images/P/2290305251.01.LZZZZZZZ.jpg;1999
John Steinbeck;;http://images.amazon.com/images/P/2070364283.01.MZZZZZZZ.jpg;;2070364283;;;;;Gallimard;La Perle;http://images.amazon.com/images/P/2070364283.01.LZZZZZZZ.jpg;1973
Aldous Huxley;;http://images.amazon.com/images/P/2266128566.01.MZZZZZZZ.jpg;;2266128566;;;;;Pocket;Le Meilleur des mondes;http://images.amazon.com/images/P/2266128566.01.LZZZZZZZ.jpg;2002
Edgar Allan Poe;;http://images.amazon.com/images/P/2070363104.01.MZZZZZZZ.jpg;;2070363104;;;;;Gallimard French;Histoires Extraordinaires;http://images.amazon.com/images/P/2070363104.01.LZZZZZZZ.jpg;0
Paulo Coelho;;http://images.amazon.com/images/P/2253152277.01.MZZZZZZZ.jpg;;2253152277;;;;;LGF;VÃ?Â©ronika dÃ?Â©cide de mourir;http://images.amazon.com/images/P/2253152277.01.LZZZZZZZ.jpg;2002
Mark Z. Danielewski;;http://images.amazon.com/images/P/2207252000.01.MZZZZZZZ.jpg;;2207252000;;;;;DenoÃ?Â«l;La Maison des feuilles;http://images.amazon.com/images/P/2207252000.01.LZZZZZZZ.jpg;2002
Robin Cook;;http://images.amazon.com/images/P/2253170453.01.MZZZZZZZ.jpg;;2253170453;;;;;LGF;Risque mortel;http://images.amazon.com/images/P/2253170453.01.LZZZZZZZ.jpg;1998
Laurent Vicomte;;http://images.amazon.com/images/P/2723409821.01.MZZZZZZZ.jpg;;2723409821;;;;;GlÃ?Â©nat;Balade au bout du monde, tome 4 : La pierre de folie;http://images.amazon.com/images/P/2723409821.01.LZZZZZZZ.jpg;1993
Jean Bonnefoy;;http://images.amazon.com/images/P/2070415686.01.MZZZZZZZ.jpg;;2070415686;;;;;Gallimard;Le Guide galactique, tome 1;http://images.amazon.com/images/P/2070415686.01.LZZZZZZZ.jpg;2000
Philip K. (Philip Kindred) Dick;;http://images.amazon.com/images/P/2258036992.01.MZZZZZZZ.jpg;;2258036992;;;;;Presses de la CitÃ?Â©;La porte obscure;http://images.amazon.com/images/P/2258036992.01.LZZZZZZZ.jpg;1994
Philip Kindred Dick;;http://images.amazon.com/images/P/2207251756.01.MZZZZZZZ.jpg;;2207251756;;;;;DenoÃ?Â«l;Nouvelles : tome 2, 1953-1981;http://images.amazon.com/images/P/2207251756.01.LZZZZZZZ.jpg;2000
Rene Barjavel;;http://images.amazon.com/images/P/2266000489.01.MZZZZZZZ.jpg;;2266000489;;;;;Presses De La Cite French;La Nuit Des Temps;http://images.amazon.com/images/P/2266000489.01.LZZZZZZZ.jpg;0
Albert Camus;;http://images.amazon.com/images/P/2070360423.01.MZZZZZZZ.jpg;;2070360423;;;;;Distribooks;LA Peste (Folio Series: No. 42);http://images.amazon.com/images/P/2070360423.01.LZZZZZZZ.jpg;1985
Stan Berenstain;;http://images.amazon.com/images/P/0394822862.01.MZZZZZZZ.jpg;;394822862;;;;;Random House;Bears in the Night (Bright &amp Early Books);http://images.amazon.com/images/P/0394822862.01.LZZZZZZZ.jpg;1971
A. J. Wood;;http://images.amazon.com/images/P/0874493803.01.MZZZZZZZ.jpg;;874493803;;;;;Modern Publishing;A First Book of Shapes (Preschool Dinosaur Playhouse);http://images.amazon.com/images/P/0874493803.01.LZZZZZZZ.jpg;1988
Sunny Griffin;;http://images.amazon.com/images/P/1569870942.01.MZZZZZZZ.jpg;;1569870942;;;;;Landoll;Edgar the Lion Who Would Be a Good King;http://images.amazon.com/images/P/1569870942.01.LZZZZZZZ.jpg;1993
Disney Enterprises Inc;;http://images.amazon.com/images/P/1579730272.01.MZZZZZZZ.jpg;;1579730272;;;;;Advance Publishers LLC;The Not-So-Perfect Picnic;http://images.amazon.com/images/P/1579730272.01.LZZZZZZZ.jpg;1998
Maida Silverman;;http://images.amazon.com/images/P/0307177092.01.MZZZZZZZ.jpg;;307177092;;;;;Golden Books;Peters Welcom Tell a Tale Book;http://images.amazon.com/images/P/0307177092.01.LZZZZZZZ.jpg;0
Jean Giraudoux;;http://images.amazon.com/images/P/2253004898.01.MZZZZZZZ.jpg;;2253004898;;;;;Distribooks Inc;Guerre De Troie N'Aura Pas Lieu;http://images.amazon.com/images/P/2253004898.01.LZZZZZZZ.jpg;2001
Nicholas Ross;;http://images.amazon.com/images/P/0812094271.01.MZZZZZZZ.jpg;;812094271;;;;;Barron's Educational Series;Miro (Famous Artists);http://images.amazon.com/images/P/0812094271.01.LZZZZZZZ.jpg;1995
Lynne Reid Banks;;http://images.amazon.com/images/P/0380600129.01.MZZZZZZZ.jpg;;380600129;;;;;HarperTrophy;The Indian in the Cupboard;http://images.amazon.com/images/P/0380600129.01.LZZZZZZZ.jpg;1999
H. G. Wells;;http://images.amazon.com/images/P/0451522389.01.MZZZZZZZ.jpg;;451522389;;;;;Signet Classics;The Time Machine and the Invisible Man;http://images.amazon.com/images/P/0451522389.01.LZZZZZZZ.jpg;1984
Carolyn Wheat;;http://images.amazon.com/images/P/0425169324.01.MZZZZZZZ.jpg;;425169324;;;;;Berkley Publishing Group;Sworn to Defend;http://images.amazon.com/images/P/0425169324.01.LZZZZZZZ.jpg;1999
Fern Michaels;;http://images.amazon.com/images/P/082176828X.01.MZZZZZZZ.jpg;;082176828X;;;;;Zebra Books;What You Wish for;http://images.amazon.com/images/P/082176828X.01.LZZZZZZZ.jpg;2001
James Patterson;;http://images.amazon.com/images/P/0316693324.01.MZZZZZZZ.jpg;;316693324;;;;;Replica Books;When the Wind Blows;http://images.amazon.com/images/P/0316693324.01.LZZZZZZZ.jpg;1998
DAN SIMMONS;;http://images.amazon.com/images/P/0553283685.01.MZZZZZZZ.jpg;;553283685;;;;;Bantam;Hyperion;http://images.amazon.com/images/P/0553283685.01.LZZZZZZZ.jpg;1990
Ros Stanley;;http://images.amazon.com/images/P/1841215457.01.MZZZZZZZ.jpg;;1841215457;;;;;Orchard Books;Dad Alert! (Orchard Red Apple S.);http://images.amazon.com/images/P/1841215457.01.LZZZZZZZ.jpg;2000
R. L. Stine;;http://images.amazon.com/images/P/0064410358.01.MZZZZZZZ.jpg;;64410358;;;;;Avon Books;No Survivors (Nightmare Room Thrillogy, 3);http://images.amazon.com/images/P/0064410358.01.LZZZZZZZ.jpg;2001
Steve Barlow;;http://images.amazon.com/images/P/0007108648.01.MZZZZZZZ.jpg;;7108648;;;;;Trafalgar Square Books;Whizzard (Tales of the Dark Forest S.);http://images.amazon.com/images/P/0007108648.01.LZZZZZZZ.jpg;2003
Isobel Bird;;http://images.amazon.com/images/P/0064472930.01.MZZZZZZZ.jpg;;64472930;;;;;Avon;Circle of Three #3: Second Sight (Circle of Three);http://images.amazon.com/images/P/0064472930.01.LZZZZZZZ.jpg;2001
Katherine Applegate;;http://images.amazon.com/images/P/0590629824.01.MZZZZZZZ.jpg;;590629824;;;;;Scholastic;The Capture (Animorphs (Paperback Numbered));http://images.amazon.com/images/P/0590629824.01.LZZZZZZZ.jpg;1997
Stephen King;;http://images.amazon.com/images/P/0743412273.01.MZZZZZZZ.jpg;;743412273;;;;;Pocket;Pet Sematary;http://images.amazon.com/images/P/0743412273.01.LZZZZZZZ.jpg;2001
Anonimo;;http://images.amazon.com/images/P/8420725927.01.MZZZZZZZ.jpg;;8420725927;;;;;Continental Book Company;Lazarillo De Tormes (Biblioteca Didactica Anaya);http://images.amazon.com/images/P/8420725927.01.LZZZZZZZ.jpg;1998
John Mortimer;;http://images.amazon.com/images/P/0140089586.01.MZZZZZZZ.jpg;;140089586;;;;;Penguin Books;The Second Rumpole Omnibus (Crime Monthly);http://images.amazon.com/images/P/0140089586.01.LZZZZZZZ.jpg;1989
Matthew F Christopher;;http://images.amazon.com/images/P/0316140651.01.MZZZZZZZ.jpg;;316140651;;;;;Little, Brown;Johnny Long Legs (Matt Christopher Sports Classics);http://images.amazon.com/images/P/0316140651.01.LZZZZZZZ.jpg;1988
Janet Evanovich;;http://images.amazon.com/images/P/1559277785.01.MZZZZZZZ.jpg;;1559277785;;;;;Audio Renaissance;Full House;http://images.amazon.com/images/P/1559277785.01.LZZZZZZZ.jpg;2002
Anne Rice;;http://images.amazon.com/images/P/0345367898.01.MZZZZZZZ.jpg;;345367898;;;;;Ballantine Books;Witching Hour (Lives of the Mayfair Witches);http://images.amazon.com/images/P/0345367898.01.LZZZZZZZ.jpg;1991
Marilyn Penovich Friend;;http://images.amazon.com/images/P/0205280854.01.MZZZZZZZ.jpg;;205280854;;;;;Prentice Hall;Including Students with Special Needs: A Practical Guide for Classroom Teachers;http://images.amazon.com/images/P/0205280854.01.LZZZZZZZ.jpg;1998
Brian Herbert;;http://images.amazon.com/images/P/0553110721.01.MZZZZZZZ.jpg;;553110721;;;;;Bantam Books;House Harkonnen (Dune: House Trilogy, Book 2);http://images.amazon.com/images/P/0553110721.01.LZZZZZZZ.jpg;2000
C. A. Stephens;;http://images.amazon.com/images/P/1558534245.01.MZZZZZZZ.jpg;;1558534245;;;;;Thomas Nelson Inc;Sailing on the Ice: And Other Stories from the Old Squire's Farm;http://images.amazon.com/images/P/1558534245.01.LZZZZZZZ.jpg;1996
Brian Herbert;;http://images.amazon.com/images/P/0553580272.01.MZZZZZZZ.jpg;;553580272;;;;;Spectra Books;House Atreides (Dune: House Trilogy, Book 1);http://images.amazon.com/images/P/0553580272.01.LZZZZZZZ.jpg;2000
Mary Evans O'Keefe Gravalos;;http://images.amazon.com/images/P/1560980087.01.MZZZZZZZ.jpg;;1560980087;;;;;Smithsonian Inst Pr;Bertha Lum (American Printmakers);http://images.amazon.com/images/P/1560980087.01.LZZZZZZZ.jpg;1991
Randall Rothenberg;;http://images.amazon.com/images/P/0679412271.01.MZZZZZZZ.jpg;;679412271;;;;;Alfred A. Knopf;Where the Suckers Moon: An Advertising Story;http://images.amazon.com/images/P/0679412271.01.LZZZZZZZ.jpg;1994
Enos A. Mills;;http://images.amazon.com/images/P/0803281730.01.MZZZZZZZ.jpg;;803281730;;;;;Univ of Nebraska Pr;The Rocky Mountain Wonderland;http://images.amazon.com/images/P/0803281730.01.LZZZZZZZ.jpg;1991
Terry Brooks;;http://images.amazon.com/images/P/0345396529.01.MZZZZZZZ.jpg;;345396529;;;;;Ballantine Books;First King of Shannara;http://images.amazon.com/images/P/0345396529.01.LZZZZZZZ.jpg;1996
JOHN FITZGERALD;;http://images.amazon.com/images/P/0440455332.01.MZZZZZZZ.jpg;;440455332;;;;;Yearling;Me and My Little Brain;http://images.amazon.com/images/P/0440455332.01.LZZZZZZZ.jpg;1972
Sebastiano Vassalli;;http://images.amazon.com/images/P/1860462995.01.MZZZZZZZ.jpg;;1860462995;;;;;Harvill Press;The Swan: A Novel;http://images.amazon.com/images/P/1860462995.01.LZZZZZZZ.jpg;1998
Patrick McGrath;;http://images.amazon.com/images/P/0679452281.01.MZZZZZZZ.jpg;;679452281;;;;;Random House Inc;Asylum;http://images.amazon.com/images/P/0679452281.01.LZZZZZZZ.jpg;1997
William Kotzwinkle;;http://images.amazon.com/images/P/0811807150.01.MZZZZZZZ.jpg;;811807150;;;;;Chronicle Books Llc;Swimmer in the Secret Sea: Novella;http://images.amazon.com/images/P/0811807150.01.LZZZZZZZ.jpg;1994
Vincent Bugliosi;;http://images.amazon.com/images/P/0393029190.01.MZZZZZZZ.jpg;;393029190;;;;;W W Norton &amp Co Inc;And the Sea Will Tell;http://images.amazon.com/images/P/0393029190.01.LZZZZZZZ.jpg;1991
Mark Richard;;http://images.amazon.com/images/P/0385425686.01.MZZZZZZZ.jpg;;385425686;;;;;Anchor;Fishboy: A Ghost's Story;http://images.amazon.com/images/P/0385425686.01.LZZZZZZZ.jpg;1994
Ben Elton;;http://images.amazon.com/images/P/0312169655.01.MZZZZZZZ.jpg;;312169655;;;;;Thomas Dunne Books;Popcorn;http://images.amazon.com/images/P/0312169655.01.LZZZZZZZ.jpg;1997
Ltd Editorial Staff Publication International;;http://images.amazon.com/images/P/0785324712.01.MZZZZZZZ.jpg;;785324712;;;;;Publications International;All New Great American Favorite Brand Name Cookbook;http://images.amazon.com/images/P/0785324712.01.LZZZZZZZ.jpg;1997
MARY DORIA RUSSELL;;http://images.amazon.com/images/P/0449912558.01.MZZZZZZZ.jpg;;449912558;;;;;Fawcett Books;The Sparrow;http://images.amazon.com/images/P/0449912558.01.LZZZZZZZ.jpg;1997
MacDonald Harris;;http://images.amazon.com/images/P/0934257345.01.MZZZZZZZ.jpg;;934257345;;;;;Story Line Press;Glad Rags;http://images.amazon.com/images/P/0934257345.01.LZZZZZZZ.jpg;1991
Lawrence Goldstone;;http://images.amazon.com/images/P/0312205872.01.MZZZZZZZ.jpg;;312205872;;;;;St Martins Pr;Slightly  Chipped: Footnotes in Booklore;http://images.amazon.com/images/P/0312205872.01.LZZZZZZZ.jpg;1999
Leslie Land;;http://images.amazon.com/images/P/0670867144.01.MZZZZZZZ.jpg;;670867144;;;;;Viking Books;The 3,000 Mile Garden: An Exchange of Letters on Gardening, Food, and the Good Life;http://images.amazon.com/images/P/0670867144.01.LZZZZZZZ.jpg;1996
Rikki Ducornet;;http://images.amazon.com/images/P/0805051732.01.MZZZZZZZ.jpg;;805051732;;;;;Henry Holt &amp Company;"The Word \Desire\""""";http://images.amazon.com/images/P/0805051732.01.LZZZZZZZ.jpg;1997
VICTOR HUGO;;http://images.amazon.com/images/P/0449300021.01.MZZZZZZZ.jpg;;449300021;;;;;Fawcett;Les Miserables;http://images.amazon.com/images/P/0449300021.01.LZZZZZZZ.jpg;1982
Mary Higgins Clark;;http://images.amazon.com/images/P/0684835983.01.MZZZZZZZ.jpg;;684835983;;;;;Simon &amp Schuster;Before I Say Good-Bye : A Novel;http://images.amazon.com/images/P/0684835983.01.LZZZZZZZ.jpg;2000
